"";"log_dist_mean";"log_dist";"log_dist_name";"log_temp_weighted_mean";"log_temp";"log_number_of_log";"log_temp_difference"
"82";NA;NA;NA;NA;NA;NA;NA
"83";NA;NA;NA;NA;NA;NA;NA
"84";NA;NA;NA;NA;NA;NA;NA
"85";NA;NA;NA;NA;NA;NA;NA
"86";NA;NA;NA;NA;NA;NA;NA
"87";NA;NA;NA;NA;NA;NA;NA
"88";NA;NA;NA;NA;NA;NA;NA
"89";NA;NA;NA;NA;NA;NA;NA
"90";NA;NA;NA;NA;NA;NA;NA
"91";NA;NA;NA;NA;NA;NA;NA
"92";NA;NA;NA;NA;NA;NA;NA
"93";NA;NA;NA;NA;NA;NA;NA
"94";NA;NA;NA;NA;NA;NA;NA
"95";NA;NA;NA;NA;NA;NA;NA
"96";NA;NA;NA;NA;NA;NA;NA
"97";NA;NA;NA;NA;NA;NA;NA
"98";NA;NA;NA;NA;NA;NA;NA
"99";NA;NA;NA;NA;NA;NA;NA
"100";NA;NA;NA;NA;NA;NA;NA
"101";NA;NA;NA;NA;NA;NA;NA
"102";NA;NA;NA;NA;NA;NA;NA
"103";NA;NA;NA;NA;NA;NA;NA
"104";NA;NA;NA;NA;NA;NA;NA
"105";NA;NA;NA;NA;NA;NA;NA
"106";NA;NA;NA;NA;NA;NA;NA
"107";NA;NA;NA;NA;NA;NA;NA
"108";NA;NA;NA;NA;NA;NA;NA
"109";NA;NA;NA;NA;NA;NA;NA
"110";NA;NA;NA;NA;NA;NA;NA
"111";NA;NA;NA;NA;NA;NA;NA
"112";NA;NA;NA;NA;NA;NA;NA
"113";NA;NA;NA;NA;NA;NA;NA
"114";NA;NA;NA;NA;NA;NA;NA
"115";NA;NA;NA;NA;NA;NA;NA
"116";NA;NA;NA;NA;NA;NA;NA
"117";NA;NA;NA;NA;NA;NA;NA
"118";NA;NA;NA;NA;NA;NA;NA
"119";NA;NA;NA;NA;NA;NA;NA
"120";NA;NA;NA;NA;NA;NA;NA
"121";NA;NA;NA;NA;NA;NA;NA
"122";NA;NA;NA;NA;NA;NA;NA
"123";NA;NA;NA;NA;NA;NA;NA
"124";NA;NA;NA;NA;NA;NA;NA
"125";NA;NA;NA;NA;NA;NA;NA
"126";NA;NA;NA;NA;NA;NA;NA
"127";NA;NA;NA;NA;NA;NA;NA
"128";NA;NA;NA;NA;NA;NA;NA
"129";NA;NA;NA;NA;NA;NA;NA
"130";NA;NA;NA;NA;NA;NA;NA
"131";NA;NA;NA;NA;NA;NA;NA
"132";NA;NA;NA;NA;NA;NA;NA
"133";NA;NA;NA;NA;NA;NA;NA
"134";NA;NA;NA;NA;NA;NA;NA
"135";NA;NA;NA;NA;NA;NA;NA
"136";NA;NA;NA;NA;NA;NA;NA
"137";NA;NA;NA;NA;NA;NA;NA
"138";NA;NA;NA;NA;NA;NA;NA
"139";NA;NA;NA;NA;NA;NA;NA
"140";NA;NA;NA;NA;NA;NA;NA
"141";NA;NA;NA;NA;NA;NA;NA
"142";NA;NA;NA;NA;NA;NA;NA
"143";NA;NA;NA;NA;NA;NA;NA
"144";NA;NA;NA;NA;NA;NA;NA
"145";NA;NA;NA;NA;NA;NA;NA
"146";NA;NA;NA;NA;NA;NA;NA
"147";NA;NA;NA;NA;NA;NA;NA
"148";NA;NA;NA;NA;NA;NA;NA
"149";NA;NA;NA;NA;NA;NA;NA
"150";NA;NA;NA;NA;NA;NA;NA
"151";NA;NA;NA;NA;NA;NA;NA
"152";NA;NA;NA;NA;NA;NA;NA
"153";NA;NA;NA;NA;NA;NA;NA
"154";NA;NA;NA;NA;NA;NA;NA
"155";NA;NA;NA;NA;NA;NA;NA
"156";NA;NA;NA;NA;NA;NA;NA
"157";NA;NA;NA;NA;NA;NA;NA
"158";NA;NA;NA;NA;NA;NA;NA
"159";NA;NA;NA;NA;NA;NA;NA
"160";NA;NA;NA;NA;NA;NA;NA
"161";NA;NA;NA;NA;NA;NA;NA
"162";NA;NA;NA;NA;NA;NA;NA
"163";NA;NA;NA;NA;NA;NA;NA
"164";NA;NA;NA;NA;NA;NA;NA
"165";NA;NA;NA;NA;NA;NA;NA
"166";NA;NA;NA;NA;NA;NA;NA
"167";NA;NA;NA;NA;NA;NA;NA
"168";NA;NA;NA;NA;NA;NA;NA
"169";NA;NA;NA;NA;NA;NA;NA
"170";NA;NA;NA;NA;NA;NA;NA
"171";NA;NA;NA;NA;NA;NA;NA
"172";NA;NA;NA;NA;NA;NA;NA
"173";NA;NA;NA;NA;NA;NA;NA
"174";NA;NA;NA;NA;NA;NA;NA
"175";NA;NA;NA;NA;NA;NA;NA
"176";NA;NA;NA;NA;NA;NA;NA
"177";NA;NA;NA;NA;NA;NA;NA
"178";NA;NA;NA;NA;NA;NA;NA
"179";NA;NA;NA;NA;NA;NA;NA
"180";NA;NA;NA;NA;NA;NA;NA
"181";NA;NA;NA;NA;NA;NA;NA
"182";NA;NA;NA;NA;NA;NA;NA
"183";NA;NA;NA;NA;NA;NA;NA
"184";NA;NA;NA;NA;NA;NA;NA
"185";NA;NA;NA;NA;NA;NA;NA
"186";NA;NA;NA;NA;NA;NA;NA
"187";NA;NA;NA;NA;NA;NA;NA
"188";NA;NA;NA;NA;NA;NA;NA
"189";NA;NA;NA;NA;NA;NA;NA
"190";NA;NA;NA;NA;NA;NA;NA
"191";NA;NA;NA;NA;NA;NA;NA
"192";NA;NA;NA;NA;NA;NA;NA
"193";NA;NA;NA;NA;NA;NA;NA
"194";NA;NA;NA;NA;NA;NA;NA
"195";NA;NA;NA;NA;NA;NA;NA
"196";NA;NA;NA;NA;NA;NA;NA
"197";NA;NA;NA;NA;NA;NA;NA
"198";NA;NA;NA;NA;NA;NA;NA
"199";NA;NA;NA;NA;NA;NA;NA
"200";NA;NA;NA;NA;NA;NA;NA
"201";NA;NA;NA;NA;NA;NA;NA
"202";NA;NA;NA;NA;NA;NA;NA
"203";NA;NA;NA;NA;NA;NA;NA
"204";NA;NA;NA;NA;NA;NA;NA
"205";NA;NA;NA;NA;NA;NA;NA
"206";NA;NA;NA;NA;NA;NA;NA
"207";NA;NA;NA;NA;NA;NA;NA
"208";NA;NA;NA;NA;NA;NA;NA
"209";NA;NA;NA;NA;NA;NA;NA
"210";NA;NA;NA;NA;NA;NA;NA
"211";NA;NA;NA;NA;NA;NA;NA
"212";NA;NA;NA;NA;NA;NA;NA
"213";NA;NA;NA;NA;NA;NA;NA
"214";NA;NA;NA;NA;NA;NA;NA
"215";NA;NA;NA;NA;NA;NA;NA
"216";NA;NA;NA;NA;NA;NA;NA
"217";NA;NA;NA;NA;NA;NA;NA
"218";NA;NA;NA;NA;NA;NA;NA
"219";NA;NA;NA;NA;NA;NA;NA
"220";NA;NA;NA;NA;NA;NA;NA
"221";NA;NA;NA;NA;NA;NA;NA
"222";NA;NA;NA;NA;NA;NA;NA
"223";NA;NA;NA;NA;NA;NA;NA
"224";NA;NA;NA;NA;NA;NA;NA
"225";NA;NA;NA;NA;NA;NA;NA
"226";NA;NA;NA;NA;NA;NA;NA
"227";NA;NA;NA;NA;NA;NA;NA
"228";NA;NA;NA;NA;NA;NA;NA
"229";NA;NA;NA;NA;NA;NA;NA
"230";NA;NA;NA;NA;NA;NA;NA
"231";NA;NA;NA;NA;NA;NA;NA
"232";NA;NA;NA;NA;NA;NA;NA
"233";NA;NA;NA;NA;NA;NA;NA
"234";NA;NA;NA;NA;NA;NA;NA
"235";NA;NA;NA;NA;NA;NA;NA
"236";NA;NA;NA;NA;NA;NA;NA
"237";NA;NA;NA;NA;NA;NA;NA
"238";NA;NA;NA;NA;NA;NA;NA
"239";NA;NA;NA;NA;NA;NA;NA
"240";NA;NA;NA;NA;NA;NA;NA
"241";NA;NA;NA;NA;NA;NA;NA
"242";NA;NA;NA;NA;NA;NA;NA
"243";NA;NA;NA;NA;NA;NA;NA
"244";NA;NA;NA;NA;NA;NA;NA
"245";NA;NA;NA;NA;NA;NA;NA
"246";NA;NA;NA;NA;NA;NA;NA
"247";NA;NA;NA;NA;NA;NA;NA
"248";NA;NA;NA;NA;NA;NA;NA
"249";NA;NA;NA;NA;NA;NA;NA
"250";NA;NA;NA;NA;NA;NA;NA
"251";NA;NA;NA;NA;NA;NA;NA
"252";NA;NA;NA;NA;NA;NA;NA
"253";NA;NA;NA;NA;NA;NA;NA
"254";NA;NA;NA;NA;NA;NA;NA
"255";NA;NA;NA;NA;NA;NA;NA
"256";NA;NA;NA;NA;NA;NA;NA
"257";NA;NA;NA;NA;NA;NA;NA
"258";NA;NA;NA;NA;NA;NA;NA
"259";NA;NA;NA;NA;NA;NA;NA
"260";NA;NA;NA;NA;NA;NA;NA
"261";NA;NA;NA;NA;NA;NA;NA
"262";NA;NA;NA;NA;NA;NA;NA
"263";NA;NA;NA;NA;NA;NA;NA
"264";NA;NA;NA;NA;NA;NA;NA
"265";NA;NA;NA;NA;NA;NA;NA
"266";NA;NA;NA;NA;NA;NA;NA
"267";NA;NA;NA;NA;NA;NA;NA
"268";NA;NA;NA;NA;NA;NA;NA
"269";NA;NA;NA;NA;NA;NA;NA
"270";NA;NA;NA;NA;NA;NA;NA
"271";NA;NA;NA;NA;NA;NA;NA
"272";NA;NA;NA;NA;NA;NA;NA
"273";NA;NA;NA;NA;NA;NA;NA
"274";NA;NA;NA;NA;NA;NA;NA
"275";NA;NA;NA;NA;NA;NA;NA
"276";NA;NA;NA;NA;NA;NA;NA
"277";NA;NA;NA;NA;NA;NA;NA
"278";NA;NA;NA;NA;NA;NA;NA
"279";NA;NA;NA;NA;NA;NA;NA
"280";NA;NA;NA;NA;NA;NA;NA
"281";NA;NA;NA;NA;NA;NA;NA
"282";NA;NA;NA;NA;NA;NA;NA
"283";NA;NA;NA;NA;NA;NA;NA
"284";NA;NA;NA;NA;NA;NA;NA
"285";NA;NA;NA;NA;NA;NA;NA
"286";NA;NA;NA;NA;NA;NA;NA
"287";NA;NA;NA;NA;NA;NA;NA
"288";NA;NA;NA;NA;NA;NA;NA
"289";NA;NA;NA;NA;NA;NA;NA
"290";NA;NA;NA;NA;NA;NA;NA
"291";NA;NA;NA;NA;NA;NA;NA
"292";NA;NA;NA;NA;NA;NA;NA
"293";NA;NA;NA;NA;NA;NA;NA
"294";NA;NA;NA;NA;NA;NA;NA
"295";NA;NA;NA;NA;NA;NA;NA
"296";NA;NA;NA;NA;NA;NA;NA
"297";NA;NA;NA;NA;NA;NA;NA
"298";NA;NA;NA;NA;NA;NA;NA
"299";NA;NA;NA;NA;NA;NA;NA
"300";NA;NA;NA;NA;NA;NA;NA
"301";NA;NA;NA;NA;NA;NA;NA
"302";NA;NA;NA;NA;NA;NA;NA
"303";NA;NA;NA;NA;NA;NA;NA
"304";NA;NA;NA;NA;NA;NA;NA
"305";NA;NA;NA;NA;NA;NA;NA
"306";NA;NA;NA;NA;NA;NA;NA
"307";NA;NA;NA;NA;NA;NA;NA
"308";NA;NA;NA;NA;NA;NA;NA
"309";NA;NA;NA;NA;NA;NA;NA
"310";NA;NA;NA;NA;NA;NA;NA
"311";NA;NA;NA;NA;NA;NA;NA
"312";NA;NA;NA;NA;NA;NA;NA
"313";NA;NA;NA;NA;NA;NA;NA
"314";NA;NA;NA;NA;NA;NA;NA
"315";NA;NA;NA;NA;NA;NA;NA
"316";NA;NA;NA;NA;NA;NA;NA
"317";NA;NA;NA;NA;NA;NA;NA
"318";NA;NA;NA;NA;NA;NA;NA
"319";NA;NA;NA;NA;NA;NA;NA
"320";NA;NA;NA;NA;NA;NA;NA
"321";NA;NA;NA;NA;NA;NA;NA
"322";NA;NA;NA;NA;NA;NA;NA
"323";NA;NA;NA;NA;NA;NA;NA
"324";NA;NA;NA;NA;NA;NA;NA
"325";NA;NA;NA;NA;NA;NA;NA
"326";NA;NA;NA;NA;NA;NA;NA
"327";NA;NA;NA;NA;NA;NA;NA
"328";NA;NA;NA;NA;NA;NA;NA
"329";NA;NA;NA;NA;NA;NA;NA
"330";NA;NA;NA;NA;NA;NA;NA
"331";NA;NA;NA;NA;NA;NA;NA
"332";NA;NA;NA;NA;NA;NA;NA
"333";NA;NA;NA;NA;NA;NA;NA
"334";NA;NA;NA;NA;NA;NA;NA
"335";NA;NA;NA;NA;NA;NA;NA
"336";NA;NA;NA;NA;NA;NA;NA
"337";NA;NA;NA;NA;NA;NA;NA
"338";NA;NA;NA;NA;NA;NA;NA
"339";NA;NA;NA;NA;NA;NA;NA
"340";NA;NA;NA;NA;NA;NA;NA
"341";NA;NA;NA;NA;NA;NA;NA
"342";NA;NA;NA;NA;NA;NA;NA
"343";NA;NA;NA;NA;NA;NA;NA
"344";NA;NA;NA;NA;NA;NA;NA
"345";199,170163578813;"199.170163578813";"V1";35,435;"35.435";1;11,805
"346";NA;NA;NA;NA;NA;NA;NA
"347";NA;NA;NA;NA;NA;NA;NA
"348";NA;NA;NA;NA;NA;NA;NA
"349";NA;NA;NA;NA;NA;NA;NA
"350";NA;NA;NA;NA;NA;NA;NA
"351";NA;NA;NA;NA;NA;NA;NA
"352";NA;NA;NA;NA;NA;NA;NA
"353";NA;NA;NA;NA;NA;NA;NA
"354";NA;NA;NA;NA;NA;NA;NA
"355";NA;NA;NA;NA;NA;NA;NA
"356";194,040121341349;"194.040121341349";"V1";35,435;"35.435";1;10,355
"357";181,744120245654;"181.744120245654";"V1";35,435;"35.435";1;10,035
"358";191,673122780881;"191.673122780881";"V1";35,435;"35.435";1;9,745
"359";NA;NA;NA;NA;NA;NA;NA
"360";NA;NA;NA;NA;NA;NA;NA
"361";NA;NA;NA;NA;NA;NA;NA
"362";NA;NA;NA;NA;NA;NA;NA
"363";NA;NA;NA;NA;NA;NA;NA
"364";NA;NA;NA;NA;NA;NA;NA
"365";NA;NA;NA;NA;NA;NA;NA
"366";NA;NA;NA;NA;NA;NA;NA
"367";NA;NA;NA;NA;NA;NA;NA
"368";NA;NA;NA;NA;NA;NA;NA
"369";NA;NA;NA;NA;NA;NA;NA
"370";NA;NA;NA;NA;NA;NA;NA
"371";NA;NA;NA;NA;NA;NA;NA
"372";NA;NA;NA;NA;NA;NA;NA
"373";NA;NA;NA;NA;NA;NA;NA
"374";NA;NA;NA;NA;NA;NA;NA
"375";NA;NA;NA;NA;NA;NA;NA
"376";NA;NA;NA;NA;NA;NA;NA
"377";164,956323763815;"164.956323763815";"V1";33,743;"33.743";1;5,503
"378";127,175104127541;"127.175104127541";"V1";33,743;"33.743";1;5,413
"379";112,171862036456;"112.171862036456";"V1";33,743;"33.743";1;5,343
"380";73,9164018076775;"73.9164018076775";"V1";33,743;"33.743";1;5,313
"381";35,9151473004571;"35.9151473004571";"V1";33,743;"33.743";1;5,263
"382";11,6510312277799;"11.6510312277799";"V1";33,743;"33.743";1;5,213
"383";22,2305624666117;"22.2305624666117";"V1";33,743;"33.743";1;5,193
"384";47,4134489066144;"47.4134489066144";"V1";33,743;"33.743";1;5,193
"385";83,2696616425765;"83.2696616425765";"V1";33,743;"33.743";1;5,193
"386";118,683663338037;"118.683663338037";"V1";33,743;"33.743";1;5,193
"387";151,543553102345;"151.543553102345";"V1";33,743;"33.743";1;5,193
"388";187,440162127652;"187.440162127652";"V1";33,743;"33.743";1;5,193
"389";NA;NA;NA;NA;NA;NA;NA
"390";NA;NA;NA;NA;NA;NA;NA
"391";NA;NA;NA;NA;NA;NA;NA
"392";NA;NA;NA;NA;NA;NA;NA
"393";NA;NA;NA;NA;NA;NA;NA
"394";NA;NA;NA;NA;NA;NA;NA
"395";NA;NA;NA;NA;NA;NA;NA
"396";NA;NA;NA;NA;NA;NA;NA
"397";NA;NA;NA;NA;NA;NA;NA
"398";NA;NA;NA;NA;NA;NA;NA
"399";NA;NA;NA;NA;NA;NA;NA
"400";NA;NA;NA;NA;NA;NA;NA
"401";NA;NA;NA;NA;NA;NA;NA
"402";NA;NA;NA;NA;NA;NA;NA
"403";NA;NA;NA;NA;NA;NA;NA
"404";NA;NA;NA;NA;NA;NA;NA
"405";NA;NA;NA;NA;NA;NA;NA
"406";NA;NA;NA;NA;NA;NA;NA
"407";NA;NA;NA;NA;NA;NA;NA
"408";NA;NA;NA;NA;NA;NA;NA
"409";189,970231639325;"189.970231639325";"V1";34,374;"34.374";1;5,974
"410";169,555366692272;"169.555366692272";"V1";34,374;"34.374";1;6,024
"411";145,967146952494;"145.967146952494";"V1";34,374;"34.374";1;6,094
"412";96,843662192303;"96.843662192303";"V1";34,374;"34.374";1;6,214
"413";64,7061955884369;"64.7061955884369";"V1";34,374;"34.374";1;6,384
"414";112,724825105423;"154.923362061603, 70.5262881492438";"Log_41,Log_83";33,8838032158111;"32.807, 34.374";2;6,03380321581111
"415";107,927012998195;"112.394678812557, 103.459347183833";"Log_41,Log_83";33,6229331793155;"32.807, 34.374";2;5,81293317931547
"416";113,075055136113;"89.0683792330752, 137.08173103915";"Log_41,Log_83";33,4241571178551;"32.807, 34.374";2;5,68415711785515
"417";125,732465392895;"84.8843874964763, 166.580543289313";"Log_41,Log_83";33,3359558062483;"32.807, 34.374";2;5,55595580624833
"418";148,077349851178;"96.4670224352682, 199.687677267087";"Log_41,Log_83";32,9018159763385;"32.394, 33.953";2;5,06181597633849
"419";109,160436813916;"109.160436813916";"V1";32,394;"32.394";1;4,464
"420";134,035482188893;"134.035482188893";"V1";32,394;"32.394";1;4,394
"421";138,999472704439;"138.999472704439";"V1";32,394;"32.394";1;4,324
"422";166,426330754443;"166.426330754443";"V1";32,394;"32.394";1;4,164
"423";194,748209361986;"194.748209361986";"V1";32,394;"32.394";1;3,884
"424";NA;NA;NA;NA;NA;NA;NA
"425";NA;NA;NA;NA;NA;NA;NA
"426";NA;NA;NA;NA;NA;NA;NA
"427";NA;NA;NA;NA;NA;NA;NA
"428";NA;NA;NA;NA;NA;NA;NA
"429";NA;NA;NA;NA;NA;NA;NA
"430";NA;NA;NA;NA;NA;NA;NA
"431";NA;NA;NA;NA;NA;NA;NA
"432";NA;NA;NA;NA;NA;NA;NA
"433";NA;NA;NA;NA;NA;NA;NA
"434";NA;NA;NA;NA;NA;NA;NA
"435";NA;NA;NA;NA;NA;NA;NA
"436";NA;NA;NA;NA;NA;NA;NA
"437";NA;NA;NA;NA;NA;NA;NA
"438";NA;NA;NA;NA;NA;NA;NA
"439";NA;NA;NA;NA;NA;NA;NA
"440";NA;NA;NA;NA;NA;NA;NA
"441";194,985397392769;"194.985397392769";"V1";31,983;"31.983";1;2,453
"442";194,985397392769;"194.985397392769";"V1";31,983;"31.983";1;2,383
"443";194,985397392769;"194.985397392769";"V1";31,983;"31.983";1;2,373
"444";199,142821826484;"199.142821826484";"V1";31,983;"31.983";1;2,323
"445";NA;NA;NA;NA;NA;NA;NA
"446";NA;NA;NA;NA;NA;NA;NA
"447";NA;NA;NA;NA;NA;NA;NA
"448";NA;NA;NA;NA;NA;NA;NA
"449";NA;NA;NA;NA;NA;NA;NA
"450";NA;NA;NA;NA;NA;NA;NA
"451";NA;NA;NA;NA;NA;NA;NA
"452";NA;NA;NA;NA;NA;NA;NA
"453";NA;NA;NA;NA;NA;NA;NA
"454";NA;NA;NA;NA;NA;NA;NA
"455";NA;NA;NA;NA;NA;NA;NA
"456";NA;NA;NA;NA;NA;NA;NA
"457";NA;NA;NA;NA;NA;NA;NA
"458";NA;NA;NA;NA;NA;NA;NA
"459";NA;NA;NA;NA;NA;NA;NA
"460";NA;NA;NA;NA;NA;NA;NA
"461";NA;NA;NA;NA;NA;NA;NA
"462";NA;NA;NA;NA;NA;NA;NA
"463";NA;NA;NA;NA;NA;NA;NA
"464";NA;NA;NA;NA;NA;NA;NA
"465";NA;NA;NA;NA;NA;NA;NA
"466";NA;NA;NA;NA;NA;NA;NA
"467";NA;NA;NA;NA;NA;NA;NA
"468";NA;NA;NA;NA;NA;NA;NA
"469";NA;NA;NA;NA;NA;NA;NA
"470";NA;NA;NA;NA;NA;NA;NA
"471";NA;NA;NA;NA;NA;NA;NA
"472";NA;NA;NA;NA;NA;NA;NA
"473";NA;NA;NA;NA;NA;NA;NA
"474";NA;NA;NA;NA;NA;NA;NA
"475";NA;NA;NA;NA;NA;NA;NA
"476";NA;NA;NA;NA;NA;NA;NA
"477";NA;NA;NA;NA;NA;NA;NA
"478";NA;NA;NA;NA;NA;NA;NA
"479";NA;NA;NA;NA;NA;NA;NA
"480";NA;NA;NA;NA;NA;NA;NA
"481";NA;NA;NA;NA;NA;NA;NA
"482";NA;NA;NA;NA;NA;NA;NA
"483";NA;NA;NA;NA;NA;NA;NA
"484";NA;NA;NA;NA;NA;NA;NA
"485";NA;NA;NA;NA;NA;NA;NA
"486";NA;NA;NA;NA;NA;NA;NA
"487";NA;NA;NA;NA;NA;NA;NA
"488";NA;NA;NA;NA;NA;NA;NA
"489";NA;NA;NA;NA;NA;NA;NA
"490";NA;NA;NA;NA;NA;NA;NA
"491";NA;NA;NA;NA;NA;NA;NA
"492";NA;NA;NA;NA;NA;NA;NA
"493";NA;NA;NA;NA;NA;NA;NA
"494";NA;NA;NA;NA;NA;NA;NA
"495";NA;NA;NA;NA;NA;NA;NA
"496";NA;NA;NA;NA;NA;NA;NA
"497";NA;NA;NA;NA;NA;NA;NA
"498";NA;NA;NA;NA;NA;NA;NA
"499";NA;NA;NA;NA;NA;NA;NA
"500";NA;NA;NA;NA;NA;NA;NA
"501";NA;NA;NA;NA;NA;NA;NA
"502";NA;NA;NA;NA;NA;NA;NA
"503";NA;NA;NA;NA;NA;NA;NA
"504";NA;NA;NA;NA;NA;NA;NA
"505";NA;NA;NA;NA;NA;NA;NA
"506";NA;NA;NA;NA;NA;NA;NA
"507";NA;NA;NA;NA;NA;NA;NA
"508";NA;NA;NA;NA;NA;NA;NA
"509";NA;NA;NA;NA;NA;NA;NA
"510";NA;NA;NA;NA;NA;NA;NA
"511";NA;NA;NA;NA;NA;NA;NA
"512";NA;NA;NA;NA;NA;NA;NA
"513";NA;NA;NA;NA;NA;NA;NA
"514";NA;NA;NA;NA;NA;NA;NA
"515";NA;NA;NA;NA;NA;NA;NA
"516";NA;NA;NA;NA;NA;NA;NA
"517";NA;NA;NA;NA;NA;NA;NA
"518";NA;NA;NA;NA;NA;NA;NA
"519";NA;NA;NA;NA;NA;NA;NA
"520";NA;NA;NA;NA;NA;NA;NA
"521";NA;NA;NA;NA;NA;NA;NA
"522";NA;NA;NA;NA;NA;NA;NA
"523";NA;NA;NA;NA;NA;NA;NA
"524";NA;NA;NA;NA;NA;NA;NA
"525";NA;NA;NA;NA;NA;NA;NA
"526";NA;NA;NA;NA;NA;NA;NA
"527";NA;NA;NA;NA;NA;NA;NA
"528";NA;NA;NA;NA;NA;NA;NA
"529";NA;NA;NA;NA;NA;NA;NA
"530";NA;NA;NA;NA;NA;NA;NA
"531";NA;NA;NA;NA;NA;NA;NA
"532";NA;NA;NA;NA;NA;NA;NA
"533";NA;NA;NA;NA;NA;NA;NA
"534";NA;NA;NA;NA;NA;NA;NA
"535";NA;NA;NA;NA;NA;NA;NA
"536";NA;NA;NA;NA;NA;NA;NA
"537";NA;NA;NA;NA;NA;NA;NA
"538";NA;NA;NA;NA;NA;NA;NA
"539";NA;NA;NA;NA;NA;NA;NA
"540";NA;NA;NA;NA;NA;NA;NA
"541";NA;NA;NA;NA;NA;NA;NA
"542";NA;NA;NA;NA;NA;NA;NA
"543";NA;NA;NA;NA;NA;NA;NA
"544";NA;NA;NA;NA;NA;NA;NA
"545";NA;NA;NA;NA;NA;NA;NA
"546";NA;NA;NA;NA;NA;NA;NA
"547";NA;NA;NA;NA;NA;NA;NA
"548";NA;NA;NA;NA;NA;NA;NA
"549";NA;NA;NA;NA;NA;NA;NA
"550";NA;NA;NA;NA;NA;NA;NA
"551";NA;NA;NA;NA;NA;NA;NA
"552";NA;NA;NA;NA;NA;NA;NA
